Order ID,Order Date,Ship Mode,Customer Name,Segment,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Month
CA-2023-1402,2024-11-07,Second Class,Thomas Miller,Corporate,West,Furniture,Table,Table Ten,647.2,10,0.19,80.53,11
CA-2024-1403,2023-12-17,First Class,Dorothy Howell,Corporate,Central,Furniture,Bookcase,Bookcase Movie,379.11,8,0.1,207.08,12
CA-2025-1404,2024-03-06,Second Class,Michelle Nichols,Corporate,South,Furniture,Sofa,Sofa Mother,211.07,1,0.35,68.95,3
CA-2024-1405,2024-06-16,Standard Class,Brent Brooks,Consumer,Central,Furniture,Table,Table Type,245.45,8,0.38,252.77,6
CA-2024-1406,2023-04-16,Standard Class,Elizabeth Spears,Corporate,West,Technology,Phone,Phone Role,661.38,10,0.49,-36.18,4
CA-2024-1407,2024-11-20,Second Class,Shawn Rios,Home Office,Central,Technology,Laptop,Laptop Day,551.84,5,0.09,186.0,11
CA-2024-1408,2023-03-22,Standard Class,Samantha Gallagher,Consumer,East,Furniture,Bookcase,Bookcase Because,725.46,7,0.5,232.95,3
CA-2023-1409,2024-11-26,First Class,Melanie Lawrence,Home Office,Central,Furniture,Chair,Chair Pull,282.5,6,0.13,98.1,11
CA-2024-1410,2023-12-29,Second Class,Crystal James,Home Office,Central,Furniture,Bookcase,Bookcase Modern,62.92,8,0.42,-31.51,12
CA-2025-1411,2024-02-14,Second Class,Larry Chambers,Consumer,South,Technology,Phone,Phone Then,812.08,4,0.49,274.91,2
CA-2023-1412,2024-08-04,First Class,Matthew Wilson,Home Office,Central,Furniture,Table,Table Activity,649.27,4,0.18,26.38,8
CA-2023-1413,2024-02-23,Second Class,Hannah Martin,Corporate,East,Furniture,Bookcase,Bookcase Hit,670.84,9,0.42,174.4,2
CA-2024-1414,2023-06-05,First Class,Timothy Curtis,Home Office,South,Technology,Printer,Printer Plan,683.06,5,0.45,179.36,6
CA-2024-1415,2024-12-30,Standard Class,Heather Fisher,Corporate,West,Technology,Monitor,Monitor Knowledge,352.74,9,0.13,226.42,12
CA-2023-1416,2024-08-13,Second Class,Russell Haynes,Consumer,South,Technology,Printer,Printer Newspaper,92.68,10,0.22,289.07,8
CA-2025-1417,2023-04-15,Standard Class,Douglas Maynard,Consumer,Central,Technology,Phone,Phone Hour,294.9,4,0.03,74.74,4
CA-2025-1418,2023-06-19,First Class,Vincent Rojas,Home Office,South,Technology,Monitor,Monitor Reduce,167.07,3,0.21,227.59,6
CA-2025-1419,2023-08-18,Second Class,Steven Weeks,Home Office,West,Technology,Monitor,Monitor Establish,784.53,5,0.15,15.62,8
CA-2023-1420,2023-01-25,First Class,Krystal Velasquez,Home Office,West,Furniture,Bookcase,Bookcase Bad,238.21,7,0.1,54.7,1
CA-2023-1421,2024-10-18,Second Class,William Taylor,Home Office,Central,Technology,Monitor,Monitor Suffer,580.15,2,0.04,3.81,10
CA-2025-1422,2024-10-14,Standard Class,Francisco Franklin,Corporate,South,Technology,Printer,Printer End,113.2,10,0.39,62.81,10
CA-2025-1423,2023-02-05,First Class,Brittany Buchanan,Corporate,East,Furniture,Chair,Chair Industry,469.27,9,0.02,147.76,2
CA-2024-1424,2023-07-08,Second Class,Adam Smith,Consumer,East,Technology,Phone,Phone Seat,508.66,9,0.18,259.11,7
CA-2023-1425,2024-10-04,Second Class,Michael Barrett,Consumer,Central,Technology,Phone,Phone Would,396.81,6,0.21,92.73,10
CA-2025-1426,2024-11-21,Second Class,Travis Rodriguez,Corporate,Central,Technology,Phone,Phone Available,499.4,6,0.49,158.69,11
CA-2023-1427,2023-04-22,First Class,Logan Galvan,Consumer,Central,Office Supplies,Pen,Pen Economic,517.47,7,0.35,258.28,4
CA-2023-1428,2023-01-03,First Class,Melinda Phillips,Corporate,Central,Furniture,Sofa,Sofa Rise,901.99,8,0.35,70.75,1
CA-2023-1429,2024-09-22,Standard Class,Pamela Rowland,Corporate,East,Furniture,Table,Table Foot,959.19,2,0.34,126.74,9
CA-2025-1430,2024-06-20,Standard Class,Alexis Austin,Consumer,South,Furniture,Table,Table Create,719.25,4,0.07,-7.57,6
CA-2024-1431,2024-06-10,Second Class,Steven Jones,Home Office,East,Technology,Printer,Printer Positive,645.52,6,0.22,240.49,6
CA-2023-1432,2023-09-16,First Class,Robert Hamilton,Home Office,Central,Furniture,Chair,Chair Decade,267.91,3,0.46,292.26,9
CA-2023-1433,2024-10-24,Standard Class,Vanessa Fuentes,Home Office,South,Office Supplies,Storage,Storage Experience,172.93,6,0.43,210.53,10
CA-2024-1434,2023-07-03,Second Class,Eric Sullivan,Consumer,East,Office Supplies,Paper,Paper Three,22.84,8,0.24,201.15,7
CA-2024-1435,2024-04-27,Second Class,Oscar Thomas,Home Office,South,Furniture,Sofa,Sofa Assume,92.3,8,0.45,51.79,4
CA-2023-1436,2024-02-20,Second Class,Lacey Rios,Home Office,East,Office Supplies,Binder,Binder Our,380.81,1,0.22,75.69,2
CA-2024-1437,2023-10-31,Second Class,Angel Smith,Home Office,Central,Furniture,Chair,Chair Weight,194.37,9,0.06,115.31,10
CA-2025-1438,2024-03-12,First Class,Matthew Scott,Consumer,South,Technology,Laptop,Laptop Message,898.06,6,0.08,170.33,3
CA-2023-1439,2024-07-11,Standard Class,Megan Eaton,Corporate,East,Office Supplies,Paper,Paper Particularly,124.12,10,0.15,64.09,7
CA-2025-1440,2024-06-28,First Class,Regina Wilson,Home Office,West,Furniture,Sofa,Sofa Quality,169.67,3,0.2,276.11,6
CA-2025-1441,2023-04-10,First Class,Diane Crawford,Home Office,West,Office Supplies,Pen,Pen Past,22.39,1,0.41,10.94,4
CA-2023-1442,2023-03-18,Standard Class,Mr. Eric Deleon,Consumer,South,Furniture,Chair,Chair Standard,775.36,4,0.35,219.72,3
CA-2025-1443,2023-12-31,Standard Class,Jennifer Wagner,Home Office,West,Technology,Laptop,Laptop Money,409.4,2,0.37,27.97,12
CA-2024-1444,2024-12-07,Second Class,Cheryl Savage,Home Office,East,Furniture,Sofa,Sofa Card,399.78,7,0.01,255.73,12
CA-2023-1445,2024-03-27,Second Class,Cynthia Thompson,Corporate,East,Technology,Phone,Phone Pay,50.64,3,0.28,34.44,3
CA-2024-1446,2024-04-16,Second Class,Christian Hunt,Consumer,Central,Furniture,Chair,Chair Maintain,917.51,3,0.42,220.54,4
CA-2023-1447,2023-05-19,Standard Class,Lori Stevens MD,Corporate,Central,Furniture,Sofa,Sofa Cut,466.9,4,0.41,89.75,5
CA-2025-1448,2023-06-01,Standard Class,Jon Estrada,Consumer,West,Office Supplies,Paper,Paper Director,306.69,4,0.28,101.91,6
CA-2025-1449,2023-12-05,Second Class,Julian Miller,Home Office,South,Technology,Monitor,Monitor Trial,555.64,2,0.37,44.33,12
CA-2023-1450,2023-04-08,Standard Class,Paul Johnson,Consumer,Central,Office Supplies,Paper,Paper Old,707.79,4,0.07,238.1,4
CA-2024-1451,2024-03-31,Second Class,Brian Rogers,Corporate,East,Technology,Laptop,Laptop Matter,628.76,4,0.08,281.14,3
CA-2024-1452,2023-01-16,First Class,John Taylor,Corporate,West,Office Supplies,Pen,Pen Across,409.1,3,0.13,274.21,1
CA-2025-1453,2024-08-07,Second Class,Jordan Frazier,Consumer,East,Technology,Monitor,Monitor Bag,592.82,9,0.45,81.88,8
CA-2024-1454,2024-09-05,Second Class,Kelli Lin,Home Office,West,Furniture,Sofa,Sofa Section,258.86,4,0.05,68.72,9
CA-2024-1455,2024-02-29,First Class,Kimberly Vega,Consumer,East,Technology,Printer,Printer Fund,817.56,4,0.17,-46.7,2
CA-2025-1456,2023-12-21,Standard Class,Rebecca Morales,Corporate,East,Technology,Monitor,Monitor Trial,593.45,10,0.02,229.67,12
CA-2023-1457,2023-08-25,Standard Class,Jeffrey Cannon,Home Office,South,Furniture,Table,Table Hand,979.88,7,0.43,45.71,8
CA-2024-1458,2024-08-02,First Class,Anthony Stewart,Home Office,East,Office Supplies,Pen,Pen Stand,26.17,3,0.18,140.96,8
CA-2024-1459,2023-06-04,Standard Class,Jennifer Evans,Consumer,West,Furniture,Table,Table Like,762.18,3,0.29,69.32,6
CA-2025-1460,2023-08-17,Standard Class,Leslie Williams,Corporate,South,Office Supplies,Paper,Paper Land,454.95,6,0.31,192.5,8
CA-2023-1461,2024-12-07,First Class,Deborah Jacobson,Consumer,East,Technology,Laptop,Laptop Far,624.4,2,0.15,112.34,12
CA-2025-1462,2024-07-31,Standard Class,Cindy Lara,Home Office,South,Technology,Printer,Printer Executive,646.53,6,0.28,126.95,7
CA-2025-1463,2023-06-03,Second Class,Robert Martinez,Corporate,East,Office Supplies,Storage,Storage Age,976.92,4,0.49,-11.31,6
CA-2024-1464,2023-03-13,Second Class,Christopher Ritter,Consumer,East,Furniture,Bookcase,Bookcase Have,390.06,4,0.48,239.24,3
CA-2023-1465,2024-05-13,Standard Class,Michael Williams,Consumer,South,Furniture,Sofa,Sofa Author,784.05,1,0.03,297.22,5
CA-2023-1466,2024-09-11,First Class,Theresa Boone,Corporate,Central,Technology,Printer,Printer Debate,469.83,9,0.07,-13.17,9
CA-2025-1467,2024-07-15,First Class,Ashley Allen,Consumer,South,Technology,Printer,Printer Black,950.64,7,0.24,271.1,7
CA-2024-1468,2023-05-12,First Class,Joseph Peters,Corporate,South,Furniture,Sofa,Sofa Behind,947.03,8,0.18,161.15,5
CA-2024-1469,2024-09-02,Standard Class,Jacob Mason,Consumer,Central,Furniture,Table,Table Usually,702.05,1,0.35,49.48,9
CA-2023-1470,2024-10-07,First Class,Timothy Young,Home Office,Central,Furniture,Chair,Chair Bad,202.62,2,0.17,7.64,10
CA-2024-1471,2023-09-30,Standard Class,Heather Butler,Consumer,Central,Technology,Laptop,Laptop Road,566.04,2,0.33,104.03,9
CA-2024-1472,2023-09-03,Second Class,Alex Lee,Corporate,East,Furniture,Chair,Chair Pattern,634.4,3,0.35,168.19,9
CA-2023-1473,2024-11-18,Standard Class,Walter Mcdonald,Consumer,West,Furniture,Table,Table Think,283.31,6,0.13,171.45,11
CA-2024-1474,2023-03-13,First Class,Daniel Hall,Home Office,Central,Office Supplies,Binder,Binder Week,979.76,1,0.49,95.62,3
CA-2025-1475,2024-07-03,First Class,Daniel Hall,Home Office,East,Technology,Monitor,Monitor Man,797.05,5,0.0,168.36,7
CA-2024-1476,2024-08-05,Standard Class,Hannah Jones,Corporate,Central,Office Supplies,Binder,Binder Type,753.36,10,0.01,238.11,8
CA-2024-1477,2024-04-29,First Class,Daniel Diaz,Corporate,South,Office Supplies,Binder,Binder Watch,103.95,4,0.18,32.41,4
CA-2023-1478,2024-01-04,Second Class,Dennis Davis,Home Office,Central,Technology,Phone,Phone Data,639.3,3,0.42,249.63,1
CA-2025-1479,2023-05-27,Standard Class,Jacob Ellis,Home Office,South,Office Supplies,Pen,Pen Project,287.57,5,0.38,158.35,5
CA-2025-1480,2023-06-29,Second Class,Thomas Burton,Home Office,South,Technology,Laptop,Laptop Hotel,289.12,4,0.14,229.71,6
CA-2023-1481,2023-02-24,First Class,Michelle Collier,Corporate,South,Technology,Laptop,Laptop Fire,316.71,1,0.41,134.37,2
CA-2024-1482,2024-01-05,Standard Class,Dakota Wilson,Home Office,East,Furniture,Bookcase,Bookcase Hot,902.67,4,0.01,-10.39,1
CA-2025-1483,2023-06-03,Standard Class,Paul Morales,Home Office,East,Furniture,Table,Table Item,133.73,9,0.21,148.96,6
CA-2025-1484,2024-03-31,Standard Class,Micheal Shields,Home Office,East,Technology,Printer,Printer Friend,303.48,7,0.02,240.26,3
CA-2024-1485,2024-10-31,Standard Class,Kayla Rogers,Consumer,West,Technology,Printer,Printer Resource,71.3,9,0.46,136.9,10
CA-2023-1486,2024-12-30,First Class,Jennifer Jones,Consumer,Central,Furniture,Sofa,Sofa Plant,862.13,4,0.41,205.53,12
CA-2023-1487,2023-12-08,Standard Class,Jon Cruz DVM,Home Office,Central,Technology,Phone,Phone Listen,365.4,5,0.19,272.67,12
CA-2025-1488,2024-04-18,Standard Class,Michael Chavez,Home Office,South,Technology,Printer,Printer Debate,514.52,2,0.03,-29.94,4
CA-2023-1489,2023-04-23,First Class,Scott Freeman,Corporate,South,Office Supplies,Paper,Paper Large,569.34,5,0.12,108.05,4
CA-2023-1490,2023-12-05,First Class,Tracie Rivers,Corporate,Central,Furniture,Bookcase,Bookcase Appear,124.13,4,0.17,-19.59,12
CA-2023-1491,2024-02-16,Standard Class,Katie Anderson,Home Office,South,Technology,Phone,Phone Help,238.68,2,0.18,37.55,2
CA-2025-1492,2023-04-04,First Class,Karen Warner,Corporate,West,Technology,Printer,Printer Worry,409.61,3,0.38,71.75,4
CA-2025-1493,2023-02-17,Second Class,Ian Green,Home Office,East,Technology,Laptop,Laptop Likely,186.81,2,0.07,219.67,2
CA-2023-1494,2024-12-08,Second Class,Samantha Robertson,Corporate,East,Office Supplies,Paper,Paper Chair,403.23,1,0.22,97.38,12
CA-2025-1495,2023-05-18,Second Class,Christine Garcia,Corporate,West,Furniture,Chair,Chair Name,418.86,1,0.04,-2.47,5
CA-2023-1496,2024-10-07,First Class,Bruce Porter,Corporate,Central,Office Supplies,Pen,Pen Fight,970.09,1,0.46,205.86,10
CA-2024-1497,2024-03-14,First Class,Kevin Rosales,Home Office,Central,Technology,Phone,Phone Street,972.17,3,0.38,292.6,3
CA-2025-1498,2023-06-09,First Class,Michelle Martinez,Consumer,East,Office Supplies,Paper,Paper Cause,613.35,1,0.16,250.89,6
CA-2023-1499,2024-11-06,Second Class,Lauren Andrews,Consumer,West,Furniture,Sofa,Sofa Down,967.52,7,0.04,192.13,11
CA-2025-1500,2023-07-18,Standard Class,Jonathan Vang,Home Office,Central,Furniture,Bookcase,Bookcase Step,647.22,3,0.4,36.87,7
CA-2024-1501,2024-02-26,First Class,Alison Marks,Consumer,East,Furniture,Table,Table Student,610.81,6,0.45,266.52,2
CA-2024-1502,2024-10-02,Standard Class,Stacie Hunt,Corporate,South,Technology,Printer,Printer Team,103.32,4,0.16,-22.53,10
CA-2023-1503,2023-08-31,Second Class,Alejandra Jones,Consumer,South,Furniture,Sofa,Sofa Ask,578.18,8,0.25,79.16,8
CA-2023-1504,2024-03-07,Second Class,Stephanie Lynch,Home Office,Central,Technology,Phone,Phone My,99.18,2,0.08,93.0,3
CA-2024-1505,2024-03-06,Second Class,Jennifer Jackson,Home Office,South,Office Supplies,Binder,Binder Yourself,196.37,2,0.01,260.7,3
CA-2025-1506,2024-12-03,Second Class,Autumn Martin,Corporate,Central,Office Supplies,Storage,Storage Trouble,333.33,3,0.02,299.42,12
CA-2023-1507,2024-12-16,Second Class,Carol Harris,Corporate,West,Office Supplies,Binder,Binder Person,501.76,3,0.31,219.22,12
CA-2025-1508,2023-11-10,First Class,Lauren Boone,Corporate,South,Office Supplies,Binder,Binder Ask,752.5,3,0.29,33.68,11
CA-2024-1509,2023-07-15,Second Class,Roberta Jones,Home Office,South,Technology,Monitor,Monitor Knowledge,73.17,7,0.11,131.16,7
CA-2025-1510,2023-02-22,First Class,Mrs. Mary Jones,Consumer,West,Furniture,Sofa,Sofa Require,608.45,1,0.24,8.84,2
CA-2023-1511,2023-12-31,Standard Class,Timothy Hall,Home Office,Central,Office Supplies,Storage,Storage Through,447.46,1,0.2,208.51,12
CA-2024-1512,2024-05-16,Standard Class,Rebecca Beck,Corporate,Central,Office Supplies,Binder,Binder Hope,825.49,6,0.35,160.49,5
CA-2024-1513,2023-02-02,Second Class,Erica Mccoy,Home Office,Central,Office Supplies,Paper,Paper Per,413.06,7,0.13,144.5,2
CA-2024-1514,2024-10-29,Second Class,Andre King,Home Office,East,Technology,Monitor,Monitor Assume,773.61,10,0.13,293.57,10
CA-2023-1515,2024-04-17,First Class,Stephen Jimenez,Consumer,South,Furniture,Chair,Chair Build,986.26,5,0.13,224.12,4
CA-2024-1516,2024-10-03,Second Class,Rachel Mccarty,Consumer,East,Technology,Printer,Printer Section,536.51,7,0.09,102.67,10
CA-2024-1517,2024-05-16,Standard Class,Eric Arias,Consumer,Central,Furniture,Table,Table Size,322.62,5,0.41,291.47,5
CA-2024-1518,2023-01-26,First Class,Christopher Gonzalez,Home Office,East,Furniture,Bookcase,Bookcase Her,531.25,7,0.06,25.9,1
CA-2024-1519,2023-02-02,First Class,Amanda Mendoza,Corporate,South,Office Supplies,Paper,Paper Crime,95.2,10,0.37,75.76,2
CA-2025-1520,2024-06-20,First Class,Kelsey Simpson,Corporate,East,Technology,Printer,Printer Seat,749.16,4,0.17,-30.33,6
CA-2023-1521,2024-03-07,Second Class,Ernest Trevino,Home Office,Central,Technology,Printer,Printer Any,46.92,1,0.37,-1.43,3
CA-2023-1522,2024-09-20,First Class,Beth Horne,Home Office,South,Office Supplies,Binder,Binder Attention,582.16,7,0.23,140.16,9
CA-2024-1523,2024-08-28,First Class,Jennifer Guerrero,Consumer,South,Furniture,Sofa,Sofa Explain,314.79,7,0.43,71.71,8
CA-2024-1524,2023-06-02,Second Class,Samantha Evans,Consumer,South,Furniture,Bookcase,Bookcase Authority,316.41,4,0.38,170.04,6
CA-2024-1525,2023-04-16,Second Class,Eric Turner,Home Office,East,Furniture,Sofa,Sofa Inside,656.0,3,0.27,44.01,4
CA-2024-1526,2023-05-31,First Class,Beverly Newman,Home Office,Central,Furniture,Bookcase,Bookcase Rest,413.67,6,0.17,68.52,5
CA-2023-1527,2023-08-18,First Class,Jacob Durham,Home Office,Central,Office Supplies,Binder,Binder See,175.43,2,0.17,-17.87,8
CA-2023-1528,2023-05-31,First Class,Denise Benitez,Consumer,South,Furniture,Chair,Chair Write,860.78,3,0.29,127.97,5
CA-2024-1529,2024-09-06,Standard Class,Christopher Simpson,Home Office,Central,Furniture,Table,Table Difference,731.78,6,0.19,98.16,9
CA-2025-1530,2024-04-14,First Class,Eric Garcia,Corporate,Central,Technology,Laptop,Laptop Hear,383.22,8,0.02,168.74,4
CA-2025-1531,2024-07-29,Second Class,Sarah Smith,Home Office,South,Office Supplies,Binder,Binder Lot,921.44,10,0.17,48.65,7
CA-2025-1532,2023-10-23,First Class,Gary Hill,Corporate,East,Furniture,Table,Table Page,672.07,1,0.27,-19.07,10
CA-2023-1533,2023-01-07,Second Class,Leon Acosta Jr.,Home Office,South,Furniture,Sofa,Sofa Character,701.37,6,0.43,-43.29,1
CA-2025-1534,2024-10-27,First Class,Mike Rodriguez,Corporate,East,Office Supplies,Paper,Paper Factor,240.76,1,0.49,51.26,10
CA-2023-1535,2023-04-13,Standard Class,Larry Klein,Home Office,West,Furniture,Table,Table Attention,387.16,4,0.03,-19.41,4
CA-2025-1536,2024-09-22,Second Class,Katherine Curtis,Corporate,Central,Furniture,Chair,Chair Any,888.34,6,0.28,147.22,9
CA-2024-1537,2024-03-25,Standard Class,Jennifer Newman,Consumer,Central,Technology,Laptop,Laptop Whatever,331.05,7,0.0,164.57,3
CA-2023-1538,2024-04-29,Second Class,Austin Velez,Corporate,South,Technology,Printer,Printer Ahead,844.39,8,0.09,152.36,4
CA-2024-1539,2023-06-18,Standard Class,Stephen Arnold,Consumer,East,Office Supplies,Pen,Pen Possible,455.15,6,0.49,-8.49,6
CA-2023-1540,2024-08-07,Second Class,Anna Sims,Consumer,South,Office Supplies,Binder,Binder Medical,833.98,8,0.12,187.85,8
CA-2024-1541,2023-01-11,Second Class,Benjamin Moore,Corporate,Central,Furniture,Chair,Chair Write,816.48,6,0.12,19.92,1
CA-2024-1542,2023-02-21,First Class,Dustin Schwartz,Home Office,Central,Furniture,Bookcase,Bookcase Ok,346.1,1,0.01,240.96,2
CA-2023-1543,2024-01-27,First Class,Darlene Santana,Corporate,Central,Technology,Laptop,Laptop Positive,202.97,10,0.33,105.93,1
CA-2025-1544,2024-08-07,First Class,Joseph Durham,Corporate,South,Furniture,Chair,Chair Stuff,289.29,9,0.04,285.0,8
CA-2025-1545,2024-03-29,First Class,William Lowery,Corporate,West,Office Supplies,Paper,Paper Agency,149.06,10,0.17,252.73,3
CA-2023-1546,2024-06-17,First Class,Derrick Martinez,Corporate,Central,Furniture,Chair,Chair Address,162.16,7,0.29,8.76,6
CA-2023-1547,2024-07-18,Second Class,Carmen Hughes,Corporate,West,Technology,Printer,Printer Mouth,639.95,7,0.43,57.74,7
CA-2025-1548,2023-12-14,First Class,John Strickland,Corporate,East,Technology,Phone,Phone Arrive,277.57,9,0.27,260.35,12
CA-2023-1549,2024-09-30,First Class,Jake Peterson,Consumer,South,Furniture,Sofa,Sofa Center,407.08,9,0.26,56.58,9
CA-2025-1550,2024-08-12,Standard Class,Erica Walker,Corporate,West,Office Supplies,Storage,Storage Fine,65.03,5,0.16,15.91,8
CA-2024-1551,2023-04-10,Second Class,Robin Johnson,Consumer,East,Furniture,Table,Table Surface,634.49,1,0.24,281.96,4
CA-2024-1552,2024-04-22,Second Class,Carol Johnson,Corporate,East,Furniture,Sofa,Sofa Anyone,215.42,4,0.0,-30.6,4
CA-2024-1553,2023-09-26,Standard Class,Kaylee Davidson,Consumer,South,Office Supplies,Binder,Binder Range,325.0,7,0.49,217.11,9
CA-2024-1554,2023-03-26,Standard Class,Andrea Clarke,Home Office,Central,Office Supplies,Pen,Pen Appear,257.46,1,0.14,201.53,3
CA-2025-1555,2023-06-30,First Class,Sharon Curtis,Consumer,West,Office Supplies,Pen,Pen Back,647.79,9,0.25,111.3,6
CA-2025-1556,2023-01-02,Standard Class,Dale Collins,Corporate,East,Office Supplies,Storage,Storage Price,585.34,3,0.35,102.68,1
CA-2023-1557,2023-02-16,Standard Class,Michael Hopkins,Corporate,East,Office Supplies,Paper,Paper Themselves,496.92,7,0.09,161.27,2
CA-2025-1558,2024-02-26,Standard Class,Randy Macias,Corporate,East,Office Supplies,Storage,Storage Different,867.67,3,0.2,20.03,2
CA-2024-1559,2023-07-29,Standard Class,Kelli Boyer,Consumer,Central,Technology,Monitor,Monitor If,392.22,2,0.38,25.11,7
CA-2023-1560,2023-10-31,First Class,Albert Cruz,Corporate,East,Technology,Monitor,Monitor Throw,630.13,1,0.37,-10.76,10
CA-2024-1561,2024-08-22,Standard Class,Cassidy Perez,Consumer,East,Technology,Printer,Printer Than,586.42,4,0.22,185.31,8
CA-2023-1562,2023-03-29,Second Class,Leslie Weaver,Home Office,Central,Office Supplies,Paper,Paper Here,966.1,6,0.18,144.28,3
CA-2024-1563,2023-05-12,Second Class,Douglas Porter,Home Office,East,Office Supplies,Paper,Paper Around,325.93,4,0.34,26.55,5
CA-2025-1564,2024-08-16,Standard Class,William Stevens,Consumer,South,Office Supplies,Pen,Pen Process,676.4,7,0.15,-1.26,8
CA-2023-1565,2024-05-11,Second Class,Joseph George,Consumer,South,Office Supplies,Paper,Paper Floor,971.27,10,0.29,-35.68,5
CA-2025-1566,2023-05-11,Second Class,Elizabeth Raymond,Corporate,West,Furniture,Sofa,Sofa Lay,323.16,8,0.06,176.27,5
CA-2023-1567,2023-01-24,First Class,Amanda Taylor,Consumer,South,Technology,Phone,Phone Eat,273.98,10,0.01,147.65,1
CA-2023-1568,2023-04-14,First Class,Gabrielle Lawrence,Home Office,South,Technology,Phone,Phone Rise,482.7,2,0.27,237.09,4
CA-2024-1569,2024-07-05,First Class,Cody Escobar,Home Office,Central,Furniture,Chair,Chair Out,64.0,8,0.07,-49.88,7
CA-2023-1570,2024-03-31,Standard Class,Jerry Edwards,Home Office,East,Office Supplies,Binder,Binder Everyone,766.57,6,0.07,-20.47,3
CA-2024-1571,2023-12-04,First Class,David Gonzalez,Home Office,South,Technology,Laptop,Laptop Material,491.43,3,0.09,261.48,12
CA-2025-1572,2024-04-02,Standard Class,Craig Jackson,Consumer,East,Office Supplies,Binder,Binder Town,843.23,3,0.23,246.87,4
CA-2024-1573,2023-07-16,Second Class,Eric Sutton,Consumer,East,Technology,Phone,Phone Necessary,129.0,10,0.15,29.02,7
CA-2025-1574,2024-06-16,Standard Class,Samuel Soto,Home Office,South,Office Supplies,Pen,Pen Part,636.02,10,0.21,216.18,6
CA-2024-1575,2023-09-27,First Class,Janet Andrews,Consumer,Central,Office Supplies,Paper,Paper Enjoy,959.48,4,0.28,-24.36,9
CA-2023-1576,2023-08-21,Standard Class,Timothy Thomas,Consumer,South,Technology,Monitor,Monitor Rich,709.25,7,0.38,211.32,8
CA-2024-1577,2024-03-10,Standard Class,James Stewart,Consumer,West,Office Supplies,Binder,Binder First,792.11,7,0.1,244.19,3
CA-2023-1578,2024-09-07,Second Class,Lauren Thompson,Home Office,Central,Technology,Monitor,Monitor Manage,924.87,1,0.43,118.41,9
CA-2025-1579,2023-12-19,First Class,Diana Martin,Corporate,West,Furniture,Table,Table Care,245.33,4,0.41,234.04,12
CA-2025-1580,2023-07-15,Second Class,Jackie Ferguson,Home Office,Central,Office Supplies,Binder,Binder A,210.01,2,0.39,116.1,7
CA-2024-1581,2024-06-15,Second Class,Catherine Nelson,Consumer,West,Technology,Phone,Phone Threat,305.34,4,0.08,119.06,6
CA-2025-1582,2023-07-19,First Class,Ashley Smith,Corporate,West,Technology,Printer,Printer Him,750.6,10,0.36,207.38,7
CA-2024-1583,2023-04-30,Standard Class,Gail Aguirre,Home Office,Central,Furniture,Chair,Chair Magazine,60.3,9,0.12,229.9,4
CA-2025-1584,2023-12-04,First Class,Kevin Craig,Corporate,South,Technology,Printer,Printer Important,910.77,9,0.42,271.58,12
CA-2024-1585,2024-10-08,Standard Class,Jennifer Duran,Home Office,East,Technology,Phone,Phone Bill,891.91,4,0.06,59.49,10
CA-2024-1586,2024-08-01,First Class,Caleb Cobb,Corporate,South,Furniture,Sofa,Sofa Finish,383.81,1,0.22,157.26,8
CA-2024-1587,2024-06-11,Second Class,Kimberly Rogers,Home Office,Central,Technology,Monitor,Monitor Visit,311.82,7,0.25,193.92,6
CA-2024-1588,2024-08-06,Second Class,Laura Mcgee,Home Office,South,Technology,Monitor,Monitor Expert,115.39,8,0.37,18.85,8
CA-2023-1589,2023-03-24,First Class,Tamara Mendez,Home Office,West,Technology,Printer,Printer Indicate,823.36,8,0.29,-15.3,3
CA-2024-1590,2023-09-29,First Class,Gary Becker,Corporate,East,Furniture,Sofa,Sofa Certain,351.43,10,0.33,47.09,9
CA-2023-1591,2023-11-25,Standard Class,Kenneth Jackson,Corporate,West,Furniture,Bookcase,Bookcase Test,321.96,6,0.41,-1.73,11
CA-2023-1592,2024-09-20,Second Class,Madison Roberts,Home Office,West,Office Supplies,Paper,Paper Start,125.32,8,0.49,172.27,9
CA-2024-1593,2024-11-29,First Class,Stacey Jones,Consumer,Central,Technology,Monitor,Monitor If,142.48,5,0.06,-27.21,11
CA-2025-1594,2024-01-05,First Class,Steven Gallagher,Corporate,South,Furniture,Table,Table Manager,485.17,2,0.04,280.49,1
CA-2025-1595,2023-01-26,First Class,Lauren Baker,Corporate,East,Technology,Printer,Printer Without,161.96,2,0.33,152.24,1
CA-2025-1596,2024-08-20,Standard Class,Joseph Baldwin,Consumer,Central,Furniture,Bookcase,Bookcase Letter,123.14,10,0.47,-13.88,8
CA-2025-1597,2024-01-14,First Class,David Whitaker MD,Home Office,East,Office Supplies,Binder,Binder Visit,767.33,7,0.3,117.54,1
CA-2025-1598,2023-07-11,First Class,Debra Silva,Home Office,East,Technology,Printer,Printer Yard,79.9,9,0.48,53.88,7
CA-2023-1599,2024-08-04,First Class,Andrea Tucker,Home Office,Central,Technology,Monitor,Monitor Artist,623.5,1,0.22,66.67,8
CA-2025-1600,2024-07-06,Second Class,Daniel Bennett,Consumer,West,Furniture,Sofa,Sofa Physical,680.54,9,0.23,146.39,7
CA-2024-1601,2023-06-21,Standard Class,Tim Martinez,Consumer,East,Office Supplies,Paper,Paper Own,156.34,9,0.42,-8.7,6
